bidding_exercise,date,year,category,premium,quota,total_bids_received,number_of_successful_bids,quarter,month,day,new_date,total_motor_veh,cat_a,month_lag,year_lag,total_motor_veh_dereg,cat_a_dereg,gdp,quarter_lag,year_lag2,quarter_lag2,total_pop,pop_density,total_pop_growth,average_income,median_income,average_employed_income,median_employed_income,close,air_departures,birth_rate
October 2005 First Open Bidding Exercise,2005-10-01 00:00:00,2005,cat_a,11991.0,2785.0,3188.0,2784.0,4,10,1,2005-10-01 00:00:00,750315.0,266260.0,11.0,2005.0,9799.0,4779.0,10.5,1.0,2006.0,2.0,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,,1330026.0,10.2
October 2005 Second Open Bidding Exercise,2005-10-15 00:00:00,2005,cat_a,14501.0,2808.0,5927.0,2759.0,4,10,15,2005-10-15 00:00:00,750315.0,266260.0,11.0,2005.0,9799.0,4779.0,10.5,1.0,2006.0,2.0,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,,1330026.0,10.2
November 2005 First Open Bidding Exercise,2005-11-01 00:00:00,2005,cat_a,14700.0,2786.0,5624.0,2779.0,4,11,1,2005-11-01 00:00:00,751890.0,266526.0,12.0,2005.0,9461.0,4791.0,10.5,1.0,2006.0,2.0,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,,1337826.0,10.2
November 2005 Second Open Bidding Exercise,2005-11-15 00:00:00,2005,cat_a,14001.0,2834.0,4781.0,2761.0,4,11,15,2005-11-15 00:00:00,751890.0,266526.0,12.0,2005.0,9461.0,4791.0,10.5,1.0,2006.0,2.0,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2162.0,1337826.0,10.2
December 2005 First Open Bidding Exercise,2005-12-01 00:00:00,2005,cat_a,13700.0,2792.0,4171.0,2790.0,4,12,1,2005-12-01 00:00:00,754992.0,267872.0,1.0,2006.0,9487.0,4782.0,10.5,1.0,2006.0,2.0,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2236.87,1445536.0,10.2
December 2005 Second Open Bidding Exercise,2005-12-15 00:00:00,2005,cat_a,12081.0,2858.0,3309.0,2858.0,4,12,15,2005-12-15 00:00:00,754992.0,267872.0,1.0,2006.0,9487.0,4782.0,10.5,1.0,2006.0,2.0,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2248.0,1445536.0,10.2
January 2004 First Open Bidding Exercise,2004-01-01 00:00:00,2004,cat_a,23801.0,1919.0,2549.0,1913.0,1,1,1,2004-01-01 00:00:00,713222.0,259959.0,2.0,2004.0,8602.0,4536.0,10.7,2.0,2004.0,3.0,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,,1179304.0,10.3
January 2004 Second Open Bidding Exercise,2004-01-15 00:00:00,2004,cat_a,24001.0,1912.0,2616.0,1898.0,1,1,15,2004-01-15 00:00:00,713222.0,259959.0,2.0,2004.0,8602.0,4536.0,10.7,2.0,2004.0,3.0,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,1780.59,1179304.0,10.3
February 2004 First Open Bidding Exercise,2004-02-01 00:00:00,2004,cat_a,24489.0,1917.0,2701.0,1905.0,1,2,1,2004-02-01 00:00:00,714522.0,259601.0,3.0,2004.0,9765.0,5487.0,10.7,2.0,2004.0,3.0,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,,1019034.0,10.3
February 2004 Second Open Bidding Exercise,2004-02-15 00:00:00,2004,cat_a,24389.0,1925.0,2534.0,1917.0,1,2,15,2004-02-15 00:00:00,714522.0,259601.0,3.0,2004.0,9765.0,5487.0,10.7,2.0,2004.0,3.0,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,,1019034.0,10.3
March 2004 First Open Bidding Exercise,2004-03-01 00:00:00,2004,cat_a,24597.0,1923.0,2539.0,1920.0,1,3,1,2004-03-01 00:00:00,715382.0,258532.0,4.0,2004.0,11658.0,6340.0,10.7,2.0,2004.0,3.0,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,1847.77,1119126.0,10.3
March 2004 Second Open Bidding Exercise,2004-03-15 00:00:00,2004,cat_a,24940.0,1919.0,2613.0,1905.0,1,3,15,2004-03-15 00:00:00,715382.0,258532.0,4.0,2004.0,11658.0,6340.0,10.7,2.0,2004.0,3.0,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,1786.73,1119126.0,10.3
April 2004 First Open Bidding Exercise,2004-04-01 00:00:00,2004,cat_a,26689.0,1937.0,3386.0,1928.0,2,4,1,2004-04-01 00:00:00,715755.0,257931.0,5.0,2004.0,9571.0,4992.0,16.5,3.0,2004.0,4.0,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,1821.07,1109709.0,10.3
April 2004 Second Open Bidding Exercise,2004-04-15 00:00:00,2004,cat_a,27564.0,1947.0,3042.0,1947.0,2,4,15,2004-04-15 00:00:00,715755.0,257931.0,5.0,2004.0,9571.0,4992.0,16.5,3.0,2004.0,4.0,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,1792.62,1109709.0,10.3
May 2004 First Open Bidding Exercise,2004-05-01 00:00:00,2004,cat_a,27507.0,1943.0,2565.0,1943.0,2,5,1,2004-05-01 00:00:00,715955.0,257392.0,6.0,2004.0,9555.0,4888.0,16.5,3.0,2004.0,4.0,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,,1144279.0,10.3
May 2004 Second Open Bidding Exercise,2004-05-15 00:00:00,2004,cat_a,27501.0,1933.0,2236.0,1922.0,2,5,15,2004-05-15 00:00:00,715955.0,257392.0,6.0,2004.0,9555.0,4888.0,16.5,3.0,2004.0,4.0,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,,1144279.0,10.3
June 2004 First Open Bidding Exercise,2004-06-01 00:00:00,2004,cat_a,28798.0,1934.0,2722.0,1927.0,2,6,1,2004-06-01 00:00:00,716907.0,256968.0,7.0,2004.0,9194.0,4717.0,16.5,3.0,2004.0,4.0,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,1739.15,1200630.0,10.3
June 2004 Second Open Bidding Exercise,2004-06-15 00:00:00,2004,cat_a,28331.0,1944.0,2302.0,1944.0,2,6,15,2004-06-15 00:00:00,716907.0,256968.0,7.0,2004.0,9194.0,4717.0,16.5,3.0,2004.0,4.0,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,1770.44,1200630.0,10.3
July 2004 First Open Bidding Exercise,2004-07-01 00:00:00,2004,cat_a,27769.0,1941.0,2193.0,1941.0,3,7,1,2004-07-01 00:00:00,718939.0,257523.0,8.0,2004.0,9359.0,4554.0,15.6,4.0,2005.0,1.0,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,1792.38,1244083.0,10.3
July 2004 Second Open Bidding Exercise,2004-07-15 00:00:00,2004,cat_a,27019.0,1933.0,2104.0,1928.0,3,7,15,2004-07-15 00:00:00,718939.0,257523.0,8.0,2004.0,9359.0,4554.0,15.6,4.0,2005.0,1.0,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,1812.65,1244083.0,10.3
August 2004 First Open Bidding Exercise,2004-08-01 00:00:00,2004,cat_a,26298.0,1934.0,2145.0,1932.0,3,8,1,2004-08-01 00:00:00,720156.0,257637.0,9.0,2004.0,8916.0,4232.0,15.6,4.0,2005.0,1.0,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,,1221072.0,10.3
August 2004 Second Open Bidding Exercise,2004-08-15 00:00:00,2004,cat_a,25797.0,1938.0,2237.0,1932.0,3,8,15,2004-08-15 00:00:00,720156.0,257637.0,9.0,2004.0,8916.0,4232.0,15.6,4.0,2005.0,1.0,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,,1221072.0,10.3
September 2004 First Open Bidding Exercise,2004-09-01 00:00:00,2004,cat_a,26801.0,1936.0,2628.0,1927.0,3,9,1,2004-09-01 00:00:00,722175.0,257872.0,10.0,2004.0,9086.0,4380.0,15.6,4.0,2005.0,1.0,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,1860.9,1139069.0,10.3
September 2004 Second Open Bidding Exercise,2004-09-15 00:00:00,2004,cat_a,24189.0,1939.0,2126.0,1937.0,3,9,15,2004-09-15 00:00:00,722175.0,257872.0,10.0,2004.0,9086.0,4380.0,15.6,4.0,2005.0,1.0,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,1935.21,1139069.0,10.3
October 2004 First Open Bidding Exercise,2004-10-01 00:00:00,2004,cat_a,23001.0,2523.0,3106.0,2522.0,4,10,1,2004-10-01 00:00:00,723434.0,258400.0,11.0,2004.0,10062.0,4866.0,14.5,1.0,2005.0,2.0,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,1907.7,1206514.0,10.3
October 2004 Second Open Bidding Exercise,2004-10-15 00:00:00,2004,cat_a,23784.0,2515.0,3805.0,2514.0,4,10,15,2004-10-15 00:00:00,723434.0,258400.0,11.0,2004.0,10062.0,4866.0,14.5,1.0,2005.0,2.0,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,1887.78,1206514.0,10.3
November 2004 First Open Bidding Exercise,2004-11-01 00:00:00,2004,cat_a,22496.0,2514.0,3115.0,2507.0,4,11,1,2004-11-01 00:00:00,725760.0,258835.0,12.0,2004.0,9330.0,4970.0,14.5,1.0,2005.0,2.0,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,1902.22,1321682.0,10.3
November 2004 Second Open Bidding Exercise,2004-11-15 00:00:00,2004,cat_a,22001.0,2514.0,3095.0,2507.0,4,11,15,2004-11-15 00:00:00,725760.0,258835.0,12.0,2004.0,9330.0,4970.0,14.5,1.0,2005.0,2.0,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,,1321682.0,10.3
December 2004 First Open Bidding Exercise,2004-12-01 00:00:00,2004,cat_a,22463.0,2520.0,3224.0,2520.0,4,12,1,2004-12-01 00:00:00,727395.0,258629.0,1.0,2005.0,9772.0,5123.0,14.5,1.0,2005.0,2.0,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,1956.05,1365173.0,10.3
December 2004 Second Open Bidding Exercise,2004-12-15 00:00:00,2004,cat_a,20117.0,2520.0,2709.0,2520.0,4,12,15,2004-12-15 00:00:00,727395.0,258629.0,1.0,2005.0,9772.0,5123.0,14.5,1.0,2005.0,2.0,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,1972.63,1365173.0,10.3
January 2003 First Open Bidding Exercise,2003-01-01 00:00:00,2003,cat_a,28489.0,1342.0,2153.0,1335.0,1,1,1,2003-01-01 00:00:00,708151.0,267646.0,2.0,2003.0,9085.0,4490.0,3.9,2.0,2003.0,3.0,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,,1165792.0,10.5
January 2003 Second Open Bidding Exercise,2003-01-15 00:00:00,2003,cat_a,26499.0,1333.0,1651.0,1325.0,1,1,15,2003-01-15 00:00:00,708151.0,267646.0,2.0,2003.0,9085.0,4490.0,3.9,2.0,2003.0,3.0,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1358.8,1165792.0,10.5
February 2003 First Open Bidding Exercise,2003-02-01 00:00:00,2003,cat_a,31003.0,1339.0,2405.0,1339.0,1,2,1,2003-02-01 00:00:00,707552.0,266421.0,3.0,2003.0,7403.0,3929.0,3.9,2.0,2003.0,3.0,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,,1051667.0,10.5
February 2003 Second Open Bidding Exercise,2003-02-15 00:00:00,2003,cat_a,29999.0,1340.0,2251.0,1335.0,1,2,15,2003-02-15 00:00:00,707552.0,266421.0,3.0,2003.0,7403.0,3929.0,3.9,2.0,2003.0,3.0,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,,1051667.0,10.5
March 2003 First Open Bidding Exercise,2003-03-01 00:00:00,2003,cat_a,28308.0,1332.0,1990.0,1329.0,1,3,1,2003-03-01 00:00:00,707459.0,265447.0,4.0,2003.0,9829.0,5105.0,3.9,2.0,2003.0,3.0,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,,1062293.0,10.5
March 2003 Second Open Bidding Exercise,2003-03-15 00:00:00,2003,cat_a,26999.0,1337.0,1923.0,1333.0,1,3,15,2003-03-15 00:00:00,707459.0,265447.0,4.0,2003.0,9829.0,5105.0,3.9,2.0,2003.0,3.0,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,,1062293.0,10.5
April 2003 First Open Bidding Exercise,2003-04-01 00:00:00,2003,cat_a,27497.0,1473.0,2816.0,1464.0,2,4,1,2003-04-01 00:00:00,707367.0,264711.0,5.0,2003.0,9490.0,4714.0,-2.9,3.0,2003.0,4.0,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1247.68,539731.0,10.5
April 2003 Second Open Bidding Exercise,2003-04-15 00:00:00,2003,cat_a,28054.0,1474.0,2728.0,1473.0,2,4,15,2003-04-15 00:00:00,707367.0,264711.0,5.0,2003.0,9490.0,4714.0,-2.9,3.0,2003.0,4.0,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1259.51,539731.0,10.5
May 2003 First Open Bidding Exercise,2003-05-01 00:00:00,2003,cat_a,29299.0,1479.0,3284.0,1479.0,2,5,1,2003-05-01 00:00:00,707872.0,264152.0,6.0,2003.0,9712.0,4994.0,-2.9,3.0,2003.0,4.0,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,,460853.0,10.5
May 2003 Second Open Bidding Exercise,2003-05-15 00:00:00,2003,cat_a,31095.0,1471.0,2621.0,1463.0,2,5,15,2003-05-15 00:00:00,707872.0,264152.0,6.0,2003.0,9712.0,4994.0,-2.9,3.0,2003.0,4.0,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,,460853.0,10.5
June 2003 First Open Bidding Exercise,2003-06-01 00:00:00,2003,cat_a,31799.0,1470.0,2388.0,1469.0,2,6,1,2003-06-01 00:00:00,707865.0,263030.0,7.0,2003.0,8924.0,4508.0,-2.9,3.0,2003.0,4.0,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,,706953.0,10.5
June 2003 Second Open Bidding Exercise,2003-06-15 00:00:00,2003,cat_a,31440.0,1478.0,2267.0,1471.0,2,6,15,2003-06-15 00:00:00,707865.0,263030.0,7.0,2003.0,8924.0,4508.0,-2.9,3.0,2003.0,4.0,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,,706953.0,10.5
July 2003 First Open Bidding Exercise,2003-07-01 00:00:00,2003,cat_a,32079.0,1471.0,2341.0,1462.0,3,7,1,2003-07-01 00:00:00,708191.0,262483.0,8.0,2003.0,9900.0,5194.0,2.8,4.0,2004.0,1.0,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1432.03,984493.0,10.5
July 2003 Second Open Bidding Exercise,2003-07-15 00:00:00,2003,cat_a,31501.0,1477.0,1881.0,1470.0,3,7,15,2003-07-15 00:00:00,708191.0,262483.0,8.0,2003.0,9900.0,5194.0,2.8,4.0,2004.0,1.0,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1563.13,984493.0,10.5
August 2003 First Open Bidding Exercise,2003-08-01 00:00:00,2003,cat_a,30497.0,1479.0,1828.0,1470.0,3,8,1,2003-08-01 00:00:00,708639.0,261864.0,9.0,2003.0,8346.0,4179.0,2.8,4.0,2004.0,1.0,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1538.03,1056101.0,10.5
August 2003 Second Open Bidding Exercise,2003-08-15 00:00:00,2003,cat_a,30989.0,1477.0,1773.0,1474.0,3,8,15,2003-08-15 00:00:00,708639.0,261864.0,9.0,2003.0,8346.0,4179.0,2.8,4.0,2004.0,1.0,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1574.91,1056101.0,10.5
September 2003 First Open Bidding Exercise,2003-09-01 00:00:00,2003,cat_a,25011.0,1479.0,1611.0,1476.0,3,9,1,2003-09-01 00:00:00,709123.0,261319.0,10.0,2003.0,9238.0,4873.0,2.8,4.0,2004.0,1.0,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1594.53,1050899.0,10.5
September 2003 Second Open Bidding Exercise,2003-09-15 00:00:00,2003,cat_a,30629.0,1473.0,2798.0,1459.0,3,9,15,2003-09-15 00:00:00,709123.0,261319.0,10.0,2003.0,9238.0,4873.0,2.8,4.0,2004.0,1.0,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1560.86,1050899.0,10.5
October 2003 First Open Bidding Exercise,2003-10-01 00:00:00,2003,cat_a,28915.0,1914.0,3039.0,1904.0,4,10,1,2003-10-01 00:00:00,709171.0,260588.0,11.0,2003.0,9211.0,4964.0,6.8,1.0,2004.0,2.0,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1604.94,1078120.0,10.5
October 2003 Second Open Bidding Exercise,2003-10-15 00:00:00,2003,cat_a,28300.0,1925.0,2558.0,1925.0,4,10,15,2003-10-15 00:00:00,709171.0,260588.0,11.0,2003.0,9211.0,4964.0,6.8,1.0,2004.0,2.0,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1733.04,1078120.0,10.5
November 2003 First Open Bidding Exercise,2003-11-01 00:00:00,2003,cat_a,26338.0,1921.0,2106.0,1921.0,4,11,1,2003-11-01 00:00:00,709957.0,260250.0,12.0,2003.0,8738.0,4830.0,6.8,1.0,2004.0,2.0,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,,1154419.0,10.5
November 2003 Second Open Bidding Exercise,2003-11-15 00:00:00,2003,cat_a,26725.0,1911.0,2315.0,1911.0,4,11,15,2003-11-15 00:00:00,709957.0,260250.0,12.0,2003.0,8738.0,4830.0,6.8,1.0,2004.0,2.0,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,,1154419.0,10.5
December 2003 First Open Bidding Exercise,2003-12-01 00:00:00,2003,cat_a,24401.0,1911.0,2020.0,1903.0,4,12,1,2003-12-01 00:00:00,711043.0,259551.0,1.0,2004.0,9834.0,5059.0,6.8,1.0,2004.0,2.0,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1706.96,1243790.0,10.5
December 2003 Second Open Bidding Exercise,2003-12-15 00:00:00,2003,cat_a,24251.0,1911.0,2376.0,1910.0,4,12,15,2003-12-15 00:00:00,711043.0,259551.0,1.0,2004.0,9834.0,5059.0,6.8,1.0,2004.0,2.0,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1712.55,1243790.0,10.5
April 2002 First Open Bidding Exercise,2002-04-01 00:00:00,2002,cat_a,37201.0,1110.0,2484.0,1092.0,2,4,1,2002-04-01 00:00:00,704734.0,273428.0,5.0,2002.0,9542.0,3883.0,2.8,3.0,2002.0,4.0,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1809.08,1101439.0,11.4
April 2002 Second Open Bidding Exercise,2002-04-15 00:00:00,2002,cat_a,36000.0,1149.0,1890.0,1148.0,2,4,15,2002-04-15 00:00:00,704734.0,273428.0,5.0,2002.0,9542.0,3883.0,2.8,3.0,2002.0,4.0,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1757.31,1101439.0,11.4
May 2002 First Open Bidding Exercise,2002-05-01 00:00:00,2002,cat_a,35000.0,1128.0,1705.0,1127.0,2,5,1,2002-05-01 00:00:00,704668.0,273050.0,6.0,2002.0,7181.0,3103.0,2.8,3.0,2002.0,4.0,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,,1155074.0,11.4
May 2002 Second Open Bidding Exercise,2002-05-15 00:00:00,2002,cat_a,33401.0,1111.0,1320.0,1080.0,2,5,15,2002-05-15 00:00:00,704668.0,273050.0,6.0,2002.0,7181.0,3103.0,2.8,3.0,2002.0,4.0,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1745.87,1155074.0,11.4
June 2002 First Open Bidding Exercise,2002-06-01 00:00:00,2002,cat_a,33009.0,1111.0,1382.0,1105.0,2,6,1,2002-06-01 00:00:00,705059.0,272809.0,7.0,2002.0,7320.0,3039.0,2.8,3.0,2002.0,4.0,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,,1127989.0,11.4
June 2002 Second Open Bidding Exercise,2002-06-15 00:00:00,2002,cat_a,30281.0,1141.0,1382.0,1133.0,2,6,15,2002-06-15 00:00:00,705059.0,272809.0,7.0,2002.0,7320.0,3039.0,2.8,3.0,2002.0,4.0,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,,1127989.0,11.4
July 2002 First Open Bidding Exercise,2002-07-01 00:00:00,2002,cat_a,31407.0,1116.0,1890.0,1108.0,3,7,1,2002-07-01 00:00:00,705304.0,272056.0,8.0,2002.0,8722.0,3785.0,5.1,4.0,2003.0,1.0,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1539.13,1158854.0,11.4
July 2002 Second Open Bidding Exercise,2002-07-15 00:00:00,2002,cat_a,30797.0,1118.0,1647.0,1118.0,3,7,15,2002-07-15 00:00:00,705304.0,272056.0,8.0,2002.0,8722.0,3785.0,5.1,4.0,2003.0,1.0,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1604.63,1158854.0,11.4
August 2002 First Open Bidding Exercise,2002-08-01 00:00:00,2002,cat_a,30289.0,1118.0,1640.0,1115.0,3,8,1,2002-08-01 00:00:00,705094.0,270878.0,9.0,2002.0,7865.0,3543.0,5.1,4.0,2003.0,1.0,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1505.19,1182849.0,11.4
August 2002 Second Open Bidding Exercise,2002-08-15 00:00:00,2002,cat_a,31289.0,1110.0,1480.0,1100.0,3,8,15,2002-08-15 00:00:00,705094.0,270878.0,9.0,2002.0,7865.0,3543.0,5.1,4.0,2003.0,1.0,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1514.34,1182849.0,11.4
September 2002 First Open Bidding Exercise,2002-09-01 00:00:00,2002,cat_a,30501.0,1113.0,1337.0,1108.0,3,9,1,2002-09-01 00:00:00,704833.0,269786.0,10.0,2002.0,7658.0,3368.0,5.1,4.0,2003.0,1.0,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,,1097050.0,11.4
September 2002 Second Open Bidding Exercise,2002-09-15 00:00:00,2002,cat_a,28409.0,1120.0,1286.0,1118.0,3,9,15,2002-09-15 00:00:00,704833.0,269786.0,10.0,2002.0,7658.0,3368.0,5.1,4.0,2003.0,1.0,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,,1097050.0,11.4
October 2002 First Open Bidding Exercise,2002-10-01 00:00:00,2002,cat_a,31334.0,1115.0,1889.0,1101.0,4,10,1,2002-10-01 00:00:00,704768.0,268694.0,11.0,2002.0,7465.0,3483.0,6.4,1.0,2003.0,2.0,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1321.65,1134406.0,11.4
October 2002 Second Open Bidding Exercise,2002-10-15 00:00:00,2002,cat_a,30758.0,1112.0,1624.0,1110.0,4,10,15,2002-10-15 00:00:00,704768.0,268694.0,11.0,2002.0,7465.0,3483.0,6.4,1.0,2003.0,2.0,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1401.67,1134406.0,11.4
November 2002 First Open Bidding Exercise,2002-11-01 00:00:00,2002,cat_a,29113.0,1346.0,1724.0,1346.0,4,11,1,2002-11-01 00:00:00,705371.0,268252.0,12.0,2002.0,7431.0,3545.0,6.4,1.0,2003.0,2.0,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1396.43,1139261.0,11.4
November 2002 Second Open Bidding Exercise,2002-11-15 00:00:00,2002,cat_a,29008.0,1334.0,1942.0,1328.0,4,11,15,2002-11-15 00:00:00,705371.0,268252.0,12.0,2002.0,7431.0,3545.0,6.4,1.0,2003.0,2.0,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1385.92,1139261.0,11.4
December 2002 First Open Bidding Exercise,2002-12-01 00:00:00,2002,cat_a,28501.0,1332.0,1851.0,1322.0,4,12,1,2002-12-01 00:00:00,706956.0,267838.0,1.0,2003.0,7786.0,4050.0,6.4,1.0,2003.0,2.0,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,,1266703.0,11.4
December 2002 Second Open Bidding Exercise,2002-12-15 00:00:00,2002,cat_a,26993.0,1338.0,1546.0,1337.0,4,12,15,2002-12-15 00:00:00,706956.0,267838.0,1.0,2003.0,7786.0,4050.0,6.4,1.0,2003.0,2.0,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,,1266703.0,11.4
April 2020 First Open Bidding Exercise,2020-04-01,2020,cat_a,31210.0,982.0,1421.0,962.0,2,4,1,2020-04-01,970431.0,319683.0,5.0,2020.0,4976.0,1707.0,-15.0,3.0,2020.0,4.0,5685807.0,7810.0,-0.3,9634.0,6810.0,11111.0,8092.0,2440.27,17340.0,8.5
April 2020 Second Open Bidding Exercise,2020-04-15,2020,cat_a,31210.0,982.0,1421.0,962.0,2,4,15,2020-04-15,970431.0,319683.0,5.0,2020.0,4976.0,1707.0,-15.0,3.0,2020.0,4.0,5685807.0,7810.0,-0.3,9634.0,6810.0,11111.0,8092.0,2605.56,17340.0,8.5
May 2020 First Open Bidding Exercise,2020-05-01,2020,cat_a,31210.0,982.0,1421.0,962.0,2,5,1,2020-05-01,967322.0,318512.0,6.0,2020.0,3762.0,1184.0,-15.0,3.0,2020.0,4.0,5685807.0,7810.0,-0.3,9634.0,6810.0,11111.0,8092.0,,20400.0,8.5
May 2020 Second Open Bidding Exercise,2020-05-15,2020,cat_a,31210.0,982.0,1421.0,962.0,2,5,15,2020-05-15,967322.0,318512.0,6.0,2020.0,3762.0,1184.0,-15.0,3.0,2020.0,4.0,5685807.0,7810.0,-0.3,9634.0,6810.0,11111.0,8092.0,2523.55,20400.0,8.5
June 2020 First Open Bidding Exercise,2020-06-01,2020,cat_a,31210.0,982.0,1421.0,962.0,2,6,1,2020-06-01,964299.0,317205.0,7.0,2020.0,5095.0,1756.0,-15.0,3.0,2020.0,4.0,5685807.0,7810.0,-0.3,9634.0,6810.0,11111.0,8092.0,2550.86,34190.0,8.5
June 2020 Second Open Bidding Exercise,2020-06-15,2020,cat_a,31210.0,982.0,1421.0,962.0,2,6,15,2020-06-15,964299.0,317205.0,7.0,2020.0,5095.0,1756.0,-15.0,3.0,2020.0,4.0,5685807.0,7810.0,-0.3,9634.0,6810.0,11111.0,8092.0,2613.88,34190.0,8.5
