bidding_exercise,date_x,year,category,premium,quota,total_bids_received,number_of_successful_bids,quarter,month,day,new_date,total_motor_veh,cat_a,month_lag_x,year_lag_x,total_motor_veh_dereg,cat_a_dereg,date_y,month_lag_y,year_lag_y,gdp,year_lag,quarter_lag,year_lag2,quarter_lag2,total_pop,pop_density,total_pop_growth,average_income,median_income,average_employed_income,median_employed_income,close,day_lag,month_lag,air_departures,birth_rate
May 2006 Second Open Bidding Exercise,2006-05-15 00:00:00,2006,cat_a,10100.0,2222.0,2473.0,2222.0,2,5,15,2006-05-15 00:00:00,768335.0,272933.0,5,2006,9775.0,4660.0,2006-04-01,5,2006,10.5,2006,1,2006,2,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2479.091111111111,15,5,1356139.0,10.2
June 2006 First Open Bidding Exercise,2006-06-01 00:00:00,2006,cat_a,11202.0,2217.0,2688.0,2217.0,2,6,1,2006-06-01 00:00:00,772621.0,274526.0,6,2006,8957.0,4610.0,2006-05-01,6,2006,10.5,2006,1,2006,2,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2409.4023076923077,1,6,1354092.0,10.2
June 2006 Second Open Bidding Exercise,2006-06-15 00:00:00,2006,cat_a,9301.0,2217.0,2393.0,2213.0,2,6,15,2006-06-15 00:00:00,772621.0,274526.0,6,2006,8957.0,4610.0,2006-05-01,6,2006,10.5,2006,1,2006,2,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2578.29875,15,6,1354092.0,10.2
July 2006 First Open Bidding Exercise,2006-07-01 00:00:00,2006,cat_a,10201.0,2216.0,2867.0,2210.0,3,7,1,2006-07-01 00:00:00,776571.0,276010.0,7,2006,8251.0,4434.0,2006-06-01,7,2006,10.5,2006,2,2006,3,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2322.025833333333,1,7,1398481.0,10.2
July 2006 Second Open Bidding Exercise,2006-07-15 00:00:00,2006,cat_a,10803.0,2221.0,2776.0,2213.0,3,7,15,2006-07-15 00:00:00,776571.0,276010.0,7,2006,8251.0,4434.0,2006-06-01,7,2006,10.5,2006,2,2006,3,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2303.314,15,7,1398481.0,10.2
August 2006 First Open Bidding Exercise,2006-08-01 00:00:00,2006,cat_a,11901.0,2222.0,3333.0,2215.0,3,8,1,2006-08-01 00:00:00,779932.0,277303.0,8,2006,9166.0,4873.0,2006-07-01,8,2006,10.5,2006,2,2006,3,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2348.570909090909,1,8,1437317.0,10.2
August 2006 Second Open Bidding Exercise,2006-08-15 00:00:00,2006,cat_a,12989.0,2225.0,3398.0,2219.0,3,8,15,2006-08-15 00:00:00,779932.0,277303.0,8,2006,9166.0,4873.0,2006-07-01,8,2006,10.5,2006,2,2006,3,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2384.1369999999997,15,8,1437317.0,10.2
September 2006 First Open Bidding Exercise,2006-09-01 00:00:00,2006,cat_a,13003.0,2223.0,2878.0,2222.0,3,9,1,2006-09-01 00:00:00,782964.0,277776.0,9,2006,8631.0,4719.0,2006-08-01,9,2006,10.5,2006,2,2006,3,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2424.622307692308,1,9,1413682.0,10.2
September 2006 Second Open Bidding Exercise,2006-09-15 00:00:00,2006,cat_a,13102.0,2223.0,2921.0,2223.0,3,9,15,2006-09-15 00:00:00,782964.0,277776.0,9,2006,8631.0,4719.0,2006-08-01,9,2006,10.5,2006,2,2006,3,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2415.081111111111,15,9,1413682.0,10.2
October 2006 First Open Bidding Exercise,2006-10-01 00:00:00,2006,cat_a,12001.0,2670.0,2953.0,2644.0,4,10,1,2006-10-01 00:00:00,789112.0,279009.0,10,2006,7785.0,3571.0,2006-09-01,10,2006,11.9,2006,3,2006,4,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2494.818181818182,1,10,1307632.0,10.2
October 2006 Second Open Bidding Exercise,2006-10-15 00:00:00,2006,cat_a,10510.0,2669.0,2761.0,2669.0,4,10,15,2006-10-15 00:00:00,789112.0,279009.0,10,2006,7785.0,3571.0,2006-09-01,10,2006,11.9,2006,3,2006,4,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2471.629,15,10,1307632.0,10.2
November 2006 First Open Bidding Exercise,2006-11-01 00:00:00,2006,cat_a,12979.0,2695.0,4013.0,2693.0,4,11,1,2006-11-01 00:00:00,792786.0,281020.0,11,2006,7604.0,3835.0,2006-10-01,11,2006,11.9,2006,3,2006,4,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2632.5354545454543,1,11,1425977.0,10.2
November 2006 Second Open Bidding Exercise,2006-11-15 00:00:00,2006,cat_a,12689.0,2669.0,3499.0,2668.0,4,11,15,2006-11-15 00:00:00,792786.0,281020.0,11,2006,7604.0,3835.0,2006-10-01,11,2006,11.9,2006,3,2006,4,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2581.82,15,11,1425977.0,10.2
December 2006 First Open Bidding Exercise,2006-12-01 00:00:00,2006,cat_a,12200.0,2670.0,3018.0,2670.0,4,12,1,2006-12-01 00:00:00,795783.0,282642.0,12,2006,8229.0,4323.0,2006-11-01,12,2006,11.9,2006,3,2006,4,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2740.6966666666667,1,12,1482854.0,10.2
December 2006 Second Open Bidding Exercise,2006-12-15 00:00:00,2006,cat_a,9605.0,2670.0,2886.0,2668.0,4,12,15,2006-12-15 00:00:00,795783.0,282642.0,12,2006,8229.0,4323.0,2006-11-01,12,2006,11.9,2006,3,2006,4,4265762.0,6121.0,2.4,5447.0,3860.0,6052.0,4345.0,2680.321,15,12,1482854.0,10.2
January 2005 First Open Bidding Exercise,2005-01-01 00:00:00,2005,cat_a,18400.0,2513.0,2677.0,2512.0,1,1,1,2005-01-01 00:00:00,727395.0,258629.0,1,2005,9772.0,5123.0,2004-12-01,1,2005,15.6,2004,4,2005,1,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,1981.6246153846153,1,1,1365173.0,10.3
January 2005 Second Open Bidding Exercise,2005-01-15 00:00:00,2005,cat_a,19501.0,2513.0,3793.0,2508.0,1,1,15,2005-01-15 00:00:00,727395.0,258629.0,1,2005,9772.0,5123.0,2004-12-01,1,2005,15.6,2004,4,2005,1,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,1950.6349999999998,15,1,1365173.0,10.3
February 2005 First Open Bidding Exercise,2005-02-01 00:00:00,2005,cat_a,18200.0,2514.0,3394.0,2511.0,1,2,1,2005-02-01 00:00:00,731314.0,260049.0,2,2005,10235.0,5282.0,2005-01-01,2,2005,15.6,2004,4,2005,1,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,2005.575,1,2,1187251.0,10.3
February 2005 Second Open Bidding Exercise,2005-02-15 00:00:00,2005,cat_a,18159.0,2518.0,3140.0,2511.0,1,2,15,2005-02-15 00:00:00,731314.0,260049.0,2,2005,10235.0,5282.0,2005-01-01,2,2005,15.6,2004,4,2005,1,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,2001.905,15,2,1187251.0,10.3
March 2005 First Open Bidding Exercise,2005-03-01 00:00:00,2005,cat_a,20654.0,2516.0,3784.0,2509.0,1,3,1,2005-03-01 00:00:00,732748.0,260026.0,3,2005,7661.0,4001.0,2005-02-01,3,2005,15.6,2004,4,2005,1,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,2065.182,1,3,1094858.0,10.3
March 2005 Second Open Bidding Exercise,2005-03-15 00:00:00,2005,cat_a,18901.0,2520.0,3176.0,2449.0,1,3,15,2005-03-15 00:00:00,732748.0,260026.0,3,2005,7661.0,4001.0,2005-02-01,3,2005,15.6,2004,4,2005,1,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,2044.83125,15,3,1094858.0,10.3
April 2005 First Open Bidding Exercise,2005-04-01 00:00:00,2005,cat_a,18279.0,2200.0,2685.0,2200.0,2,4,1,2005-04-01 00:00:00,735475.0,260396.0,4,2005,12136.0,6559.0,2005-03-01,4,2005,14.5,2005,1,2005,2,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,2072.1,1,4,1251076.0,10.3
April 2005 Second Open Bidding Exercise,2005-04-15 00:00:00,2005,cat_a,18101.0,2264.0,2563.0,2203.0,2,4,15,2005-04-15 00:00:00,735475.0,260396.0,4,2005,12136.0,6559.0,2005-03-01,4,2005,14.5,2005,1,2005,2,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,2066.7799999999997,15,4,1251076.0,10.3
May 2005 First Open Bidding Exercise,2005-05-01 00:00:00,2005,cat_a,17398.0,2193.0,2594.0,2185.0,2,5,1,2005-05-01 00:00:00,737426.0,261209.0,5,2005,10582.0,5317.0,2005-04-01,5,2005,14.5,2005,1,2005,2,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,2049.4327272727273,1,5,1218461.0,10.3
May 2005 Second Open Bidding Exercise,2005-05-15 00:00:00,2005,cat_a,16897.0,2254.0,2548.0,2251.0,2,5,15,2005-05-15 00:00:00,737426.0,261209.0,5,2005,10582.0,5317.0,2005-04-01,5,2005,14.5,2005,1,2005,2,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,2084.2419999999997,15,5,1218461.0,10.3
June 2005 First Open Bidding Exercise,2005-06-01 00:00:00,2005,cat_a,17481.0,2201.0,2873.0,2174.0,2,6,1,2005-06-01 00:00:00,739130.0,261865.0,6,2005,9581.0,4783.0,2005-05-01,6,2005,14.5,2005,1,2005,2,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,2086.6936363636364,1,6,1254142.0,10.3
June 2005 Second Open Bidding Exercise,2005-06-15 00:00:00,2005,cat_a,17289.0,2196.0,2636.0,2186.0,2,6,15,2005-06-15 00:00:00,739130.0,261865.0,6,2005,9581.0,4783.0,2005-05-01,6,2005,14.5,2005,1,2005,2,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,2083.43,15,6,1254142.0,10.3
July 2005 First Open Bidding Exercise,2005-07-01 00:00:00,2005,cat_a,16112.0,2220.0,2445.0,2218.0,3,7,1,2005-07-01 00:00:00,742156.0,262962.0,7,2005,9766.0,4853.0,2005-06-01,7,2005,8.3,2005,2,2005,3,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,2144.6075,1,7,1308583.0,10.3
July 2005 Second Open Bidding Exercise,2005-07-15 00:00:00,2005,cat_a,16500.0,2203.0,2758.0,2197.0,3,7,15,2005-07-15 00:00:00,742156.0,262962.0,7,2005,9766.0,4853.0,2005-06-01,7,2005,8.3,2005,2,2005,3,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,2117.626,15,7,1308583.0,10.3
August 2005 First Open Bidding Exercise,2005-08-01 00:00:00,2005,cat_a,16502.0,2195.0,2843.0,2194.0,3,8,1,2005-08-01 00:00:00,743901.0,263927.0,8,2005,10827.0,4983.0,2005-07-01,8,2005,8.3,2005,2,2005,3,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,2247.311818181818,1,8,1361777.0,10.3
August 2005 Second Open Bidding Exercise,2005-08-15 00:00:00,2005,cat_a,16101.0,2199.0,2421.0,2190.0,3,8,15,2005-08-15 00:00:00,743901.0,263927.0,8,2005,10827.0,4983.0,2005-07-01,8,2005,8.3,2005,2,2005,3,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,2171.623,15,8,1361777.0,10.3
September 2005 First Open Bidding Exercise,2005-09-01 00:00:00,2005,cat_a,16461.0,2194.0,2854.0,2194.0,3,9,1,2005-09-01 00:00:00,745505.0,264313.0,9,2005,9138.0,4499.0,2005-08-01,9,2005,8.3,2005,2,2005,3,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,2232.8146153846155,1,9,1319753.0,10.3
September 2005 Second Open Bidding Exercise,2005-09-15 00:00:00,2005,cat_a,15309.0,2202.0,2428.0,2179.0,3,9,15,2005-09-15 00:00:00,745505.0,264313.0,9,2005,9138.0,4499.0,2005-08-01,9,2005,8.3,2005,2,2005,3,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,2285.5044444444447,15,9,1319753.0,10.3
October 2005 First Open Bidding Exercise,2005-10-01 00:00:00,2005,cat_a,11991.0,2785.0,3188.0,2784.0,4,10,1,2005-10-01 00:00:00,748070.0,265131.0,10,2005,8788.0,4588.0,2005-09-01,10,2005,9.5,2005,3,2005,4,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,2233.5925,1,10,1247006.0,10.3
October 2005 Second Open Bidding Exercise,2005-10-15 00:00:00,2005,cat_a,14501.0,2808.0,5927.0,2759.0,4,10,15,2005-10-15 00:00:00,748070.0,265131.0,10,2005,8788.0,4588.0,2005-09-01,10,2005,9.5,2005,3,2005,4,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,2240.3450000000003,15,10,1247006.0,10.3
November 2005 First Open Bidding Exercise,2005-11-01 00:00:00,2005,cat_a,14700.0,2786.0,5624.0,2779.0,4,11,1,2005-11-01 00:00:00,750315.0,266260.0,11,2005,9799.0,4779.0,2005-10-01,11,2005,9.5,2005,3,2005,4,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,2154.1472727272726,1,11,1330026.0,10.3
November 2005 Second Open Bidding Exercise,2005-11-15 00:00:00,2005,cat_a,14001.0,2834.0,4781.0,2761.0,4,11,15,2005-11-15 00:00:00,750315.0,266260.0,11,2005,9799.0,4779.0,2005-10-01,11,2005,9.5,2005,3,2005,4,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,2238.455,15,11,1330026.0,10.3
December 2005 First Open Bidding Exercise,2005-12-01 00:00:00,2005,cat_a,13700.0,2792.0,4171.0,2790.0,4,12,1,2005-12-01 00:00:00,751890.0,266526.0,12,2005,9461.0,4791.0,2005-11-01,12,2005,9.5,2005,3,2005,4,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,2206.7941666666666,1,12,1337826.0,10.3
December 2005 Second Open Bidding Exercise,2005-12-15 00:00:00,2005,cat_a,12081.0,2858.0,3309.0,2858.0,4,12,15,2005-12-15 00:00:00,751890.0,266526.0,12,2005,9461.0,4791.0,2005-11-01,12,2005,9.5,2005,3,2005,4,4166664.0,5987.0,1.3,5194.0,3689.0,5761.0,4106.0,2185.8375,15,12,1337826.0,10.3
January 2004 First Open Bidding Exercise,2004-01-01 00:00:00,2004,cat_a,23801.0,1919.0,2549.0,1913.0,1,1,1,2004-01-01 00:00:00,711043.0,259551.0,1,2004,9834.0,5059.0,2003-12-01,1,2004,2.8,2003,4,2004,1,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1697.915,1,1,1243790.0,10.5
January 2004 Second Open Bidding Exercise,2004-01-15 00:00:00,2004,cat_a,24001.0,1912.0,2616.0,1898.0,1,1,15,2004-01-15 00:00:00,711043.0,259551.0,1,2004,9834.0,5059.0,2003-12-01,1,2004,2.8,2003,4,2004,1,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1694.5369999999998,15,1,1243790.0,10.5
February 2004 First Open Bidding Exercise,2004-02-01 00:00:00,2004,cat_a,24489.0,1917.0,2701.0,1905.0,1,2,1,2004-02-01 00:00:00,713222.0,259959.0,2,2004,8602.0,4536.0,2004-01-01,2,2004,2.8,2003,4,2004,1,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1819.423,1,2,1179304.0,10.5
February 2004 Second Open Bidding Exercise,2004-02-15 00:00:00,2004,cat_a,24389.0,1925.0,2534.0,1917.0,1,2,15,2004-02-15 00:00:00,713222.0,259959.0,2,2004,8602.0,4536.0,2004-01-01,2,2004,2.8,2003,4,2004,1,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1795.0455555555554,15,2,1179304.0,10.5
March 2004 First Open Bidding Exercise,2004-03-01 00:00:00,2004,cat_a,24597.0,1923.0,2539.0,1920.0,1,3,1,2004-03-01 00:00:00,714522.0,259601.0,3,2004,9765.0,5487.0,2004-02-01,3,2004,2.8,2003,4,2004,1,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1843.539,1,3,1019034.0,10.5
March 2004 Second Open Bidding Exercise,2004-03-15 00:00:00,2004,cat_a,24940.0,1919.0,2613.0,1905.0,1,3,15,2004-03-15 00:00:00,714522.0,259601.0,3,2004,9765.0,5487.0,2004-02-01,3,2004,2.8,2003,4,2004,1,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1818.2877777777778,15,3,1019034.0,10.5
April 2004 First Open Bidding Exercise,2004-04-01 00:00:00,2004,cat_a,26689.0,1937.0,3386.0,1928.0,2,4,1,2004-04-01 00:00:00,715382.0,258532.0,4,2004,11658.0,6340.0,2004-03-01,4,2004,6.8,2004,1,2004,2,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1782.1338461538462,1,4,1119126.0,10.5
April 2004 Second Open Bidding Exercise,2004-04-15 00:00:00,2004,cat_a,27564.0,1947.0,3042.0,1947.0,2,4,15,2004-04-15 00:00:00,715382.0,258532.0,4,2004,11658.0,6340.0,2004-03-01,4,2004,6.8,2004,1,2004,2,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1828.827,15,4,1119126.0,10.5
May 2004 First Open Bidding Exercise,2004-05-01 00:00:00,2004,cat_a,27507.0,1943.0,2565.0,1943.0,2,5,1,2004-05-01 00:00:00,715755.0,257931.0,5,2004,9571.0,4992.0,2004-04-01,5,2004,6.8,2004,1,2004,2,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1796.9991666666665,1,5,1109709.0,10.5
May 2004 Second Open Bidding Exercise,2004-05-15 00:00:00,2004,cat_a,27501.0,1933.0,2236.0,1922.0,2,5,15,2004-05-15 00:00:00,715755.0,257931.0,5,2004,9571.0,4992.0,2004-04-01,5,2004,6.8,2004,1,2004,2,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1832.0700000000002,15,5,1109709.0,10.5
June 2004 First Open Bidding Exercise,2004-06-01 00:00:00,2004,cat_a,28798.0,1934.0,2722.0,1927.0,2,6,1,2004-06-01 00:00:00,715955.0,257392.0,6,2004,9555.0,4888.0,2004-05-01,6,2004,6.8,2004,1,2004,2,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1714.9199999999998,1,6,1144279.0,10.5
June 2004 Second Open Bidding Exercise,2004-06-15 00:00:00,2004,cat_a,28331.0,1944.0,2302.0,1944.0,2,6,15,2004-06-15 00:00:00,715955.0,257392.0,6,2004,9555.0,4888.0,2004-05-01,6,2004,6.8,2004,1,2004,2,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1776.839,15,6,1144279.0,10.5
July 2004 First Open Bidding Exercise,2004-07-01 00:00:00,2004,cat_a,27769.0,1941.0,2193.0,1941.0,3,7,1,2004-07-01 00:00:00,716907.0,256968.0,7,2004,9194.0,4717.0,2004-06-01,7,2004,10.7,2004,2,2004,3,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1759.743333333333,1,7,1200630.0,10.5
July 2004 Second Open Bidding Exercise,2004-07-15 00:00:00,2004,cat_a,27019.0,1933.0,2104.0,1928.0,3,7,15,2004-07-15 00:00:00,716907.0,256968.0,7,2004,9194.0,4717.0,2004-06-01,7,2004,10.7,2004,2,2004,3,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1759.0666666666666,15,7,1200630.0,10.5
August 2004 First Open Bidding Exercise,2004-08-01 00:00:00,2004,cat_a,26298.0,1934.0,2145.0,1932.0,3,8,1,2004-08-01 00:00:00,718939.0,257523.0,8,2004,9359.0,4554.0,2004-07-01,8,2004,10.7,2004,2,2004,3,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1814.8766666666668,1,8,1244083.0,10.5
August 2004 Second Open Bidding Exercise,2004-08-15 00:00:00,2004,cat_a,25797.0,1938.0,2237.0,1932.0,3,8,15,2004-08-15 00:00:00,718939.0,257523.0,8,2004,9359.0,4554.0,2004-07-01,8,2004,10.7,2004,2,2004,3,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1805.328,15,8,1244083.0,10.5
September 2004 First Open Bidding Exercise,2004-09-01 00:00:00,2004,cat_a,26801.0,1936.0,2628.0,1927.0,3,9,1,2004-09-01 00:00:00,720156.0,257637.0,9,2004,8916.0,4232.0,2004-08-01,9,2004,10.7,2004,2,2004,3,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1830.37,1,9,1221072.0,10.5
September 2004 Second Open Bidding Exercise,2004-09-15 00:00:00,2004,cat_a,24189.0,1939.0,2126.0,1937.0,3,9,15,2004-09-15 00:00:00,720156.0,257637.0,9,2004,8916.0,4232.0,2004-08-01,9,2004,10.7,2004,2,2004,3,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1829.771111111111,15,9,1221072.0,10.5
October 2004 First Open Bidding Exercise,2004-10-01 00:00:00,2004,cat_a,23001.0,2523.0,3106.0,2522.0,4,10,1,2004-10-01 00:00:00,722175.0,257872.0,10,2004,9086.0,4380.0,2004-09-01,10,2004,16.5,2004,3,2004,4,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1915.7666666666667,1,10,1139069.0,10.5
October 2004 Second Open Bidding Exercise,2004-10-15 00:00:00,2004,cat_a,23784.0,2515.0,3805.0,2514.0,4,10,15,2004-10-15 00:00:00,722175.0,257872.0,10,2004,9086.0,4380.0,2004-09-01,10,2004,16.5,2004,3,2004,4,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1886.381,15,10,1139069.0,10.5
November 2004 First Open Bidding Exercise,2004-11-01 00:00:00,2004,cat_a,22496.0,2514.0,3115.0,2507.0,4,11,1,2004-11-01 00:00:00,723434.0,258400.0,11,2004,10062.0,4866.0,2004-10-01,11,2004,16.5,2004,3,2004,4,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1887.0754545454547,1,11,1206514.0,10.5
November 2004 Second Open Bidding Exercise,2004-11-15 00:00:00,2004,cat_a,22001.0,2514.0,3095.0,2507.0,4,11,15,2004-11-15 00:00:00,723434.0,258400.0,11,2004,10062.0,4866.0,2004-10-01,11,2004,16.5,2004,3,2004,4,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1918.1150000000002,15,11,1206514.0,10.5
December 2004 First Open Bidding Exercise,2004-12-01 00:00:00,2004,cat_a,22463.0,2520.0,3224.0,2520.0,4,12,1,2004-12-01 00:00:00,725760.0,258835.0,12,2004,9330.0,4970.0,2004-11-01,12,2004,16.5,2004,3,2004,4,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1945.5818181818183,1,12,1321682.0,10.5
December 2004 Second Open Bidding Exercise,2004-12-15 00:00:00,2004,cat_a,20117.0,2520.0,2709.0,2520.0,4,12,15,2004-12-15 00:00:00,725760.0,258835.0,12,2004,9330.0,4970.0,2004-11-01,12,2004,16.5,2004,3,2004,4,4114826.0,5939.0,0.2,5075.0,3601.0,5618.0,4050.0,1931.9377777777777,15,12,1321682.0,10.5
January 2003 First Open Bidding Exercise,2003-01-01 00:00:00,2003,cat_a,28489.0,1342.0,2153.0,1335.0,1,1,1,2003-01-01 00:00:00,706956.0,267838.0,1,2003,7786.0,4050.0,2002-12-01,1,2003,5.1,2002,4,2003,1,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1304.879090909091,1,1,1266703.0,11.4
January 2003 Second Open Bidding Exercise,2003-01-15 00:00:00,2003,cat_a,26499.0,1333.0,1651.0,1325.0,1,1,15,2003-01-15 00:00:00,706956.0,267838.0,1,2003,7786.0,4050.0,2002-12-01,1,2003,5.1,2002,4,2003,1,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1343.051111111111,15,1,1266703.0,11.4
February 2003 First Open Bidding Exercise,2003-02-01 00:00:00,2003,cat_a,31003.0,1339.0,2405.0,1339.0,1,2,1,2003-02-01 00:00:00,708151.0,267646.0,2,2003,9085.0,4490.0,2003-01-01,2,2003,5.1,2002,4,2003,1,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1313.6753846153845,1,2,1165792.0,11.4
February 2003 Second Open Bidding Exercise,2003-02-15 00:00:00,2003,cat_a,29999.0,1340.0,2251.0,1335.0,1,2,15,2003-02-15 00:00:00,708151.0,267646.0,2,2003,9085.0,4490.0,2003-01-01,2,2003,5.1,2002,4,2003,1,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1314.03,15,2,1165792.0,11.4
March 2003 First Open Bidding Exercise,2003-03-01 00:00:00,2003,cat_a,28308.0,1332.0,1990.0,1329.0,1,3,1,2003-03-01 00:00:00,707552.0,266421.0,3,2003,7403.0,3929.0,2003-02-01,3,2003,5.1,2002,4,2003,1,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1261.9299999999998,1,3,1051667.0,11.4
March 2003 Second Open Bidding Exercise,2003-03-15 00:00:00,2003,cat_a,26999.0,1337.0,1923.0,1333.0,1,3,15,2003-03-15 00:00:00,707552.0,266421.0,3,2003,7403.0,3929.0,2003-02-01,3,2003,5.1,2002,4,2003,1,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1248.75,15,3,1051667.0,11.4
April 2003 First Open Bidding Exercise,2003-04-01 00:00:00,2003,cat_a,27497.0,1473.0,2816.0,1464.0,2,4,1,2003-04-01 00:00:00,707459.0,265447.0,4,2003,9829.0,5105.0,2003-03-01,4,2003,6.4,2003,1,2003,2,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1263.9481818181819,1,4,1062293.0,11.4
April 2003 Second Open Bidding Exercise,2003-04-15 00:00:00,2003,cat_a,28054.0,1474.0,2728.0,1473.0,2,4,15,2003-04-15 00:00:00,707459.0,265447.0,4,2003,9829.0,5105.0,2003-03-01,4,2003,6.4,2003,1,2003,2,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1204.601,15,4,1062293.0,11.4
May 2003 First Open Bidding Exercise,2003-05-01 00:00:00,2003,cat_a,29299.0,1479.0,3284.0,1479.0,2,5,1,2003-05-01 00:00:00,707367.0,264711.0,5,2003,9490.0,4714.0,2003-04-01,5,2003,6.4,2003,1,2003,2,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1237.421818181818,1,5,539731.0,11.4
May 2003 Second Open Bidding Exercise,2003-05-15 00:00:00,2003,cat_a,31095.0,1471.0,2621.0,1463.0,2,5,15,2003-05-15 00:00:00,707367.0,264711.0,5,2003,9490.0,4714.0,2003-04-01,5,2003,6.4,2003,1,2003,2,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1268.176,15,5,539731.0,11.4
June 2003 First Open Bidding Exercise,2003-06-01 00:00:00,2003,cat_a,31799.0,1470.0,2388.0,1469.0,2,6,1,2003-06-01 00:00:00,707872.0,264152.0,6,2003,9712.0,4994.0,2003-05-01,6,2003,6.4,2003,1,2003,2,4175950.0,6078.0,0.9,5069.0,3628.0,5572.0,4038.0,1286.1954545454546,1,6,460853.0,11.4
